,rating,date,variation,verified_reviews,feedback,verified_reviews_tokenized,verified_reviews_clean
1644,5,2018-07-29,Black  Show,love i still havent figured out all the best things we can do with it,1,"['love', 'i', 'still', 'havent', 'figured', 'out', 'all', 'the', 'best', 'things', 'we', 'can', 'do', 'with', 'it']",
1645,5,2018-07-29,White  Show,easy to use answers all my questionshands free whats not to like  it may not be perfect but it is  a sign of the times to come can be connected to smart home items i enjoy it totallly keeps your home connected,1,"['easy', 'to', 'use', 'answers', 'all', 'my', 'questionshands', 'free', 'whats', 'not', 'to', 'like', 'it', 'may', 'not', 'be', 'perfect', 'but', 'it', 'is', 'a', 'sign', 'of', 'the', 'times', 'to', 'come', 'can', 'be', 'connected', 'to', 'smart', 'home', 'items', 'i', 'enjoy', 'it', 'totallly', 'keeps', 'your', 'home', 'connected']",
1646,5,2018-07-29,Black  Show,this product is amazing i love it best buy only thing missing is bluetooth,1,"['this', 'product', 'is', 'amazing', 'i', 'love', 'it', 'best', 'buy', 'only', 'thing', 'missing', 'is', 'bluetooth']",
1647,5,2018-07-29,Black  Show,it’s great,1,"['it\xe2\x80\x99s', 'great']",
1648,5,2018-07-29,Black  Show,the echo show works great i enjoy  very much,1,"['the', 'echo', 'show', 'works', 'great', 'i', 'enjoy', 'very', 'much']",
1649,4,2018-07-29,Black  Show,works with blink video cameras  does not work with you tube,1,"['works', 'with', 'blink', 'video', 'cameras', 'does', 'not', 'work', 'with', 'you', 'tube']",
1650,5,2018-07-29,Black  Show,i love the simple set up i love the fact that it has all the answers to most of the questions that i have i bought one for everybody in my family so we can all be like the jetsons,1,"['i', 'love', 'the', 'simple', 'set', 'up', 'i', 'love', 'the', 'fact', 'that', 'it', 'has', 'all', 'the', 'answers', 'to', 'most', 'of', 'the', 'questions', 'that', 'i', 'have', 'i', 'bought', 'one', 'for', 'everybody', 'in', 'my', 'family', 'so', 'we', 'can', 'all', 'be', 'like', 'the', 'jetsons']",
1651,5,2018-07-28,Black  Show,the only draw back is it stops every once in awhile in the middle of a song ,1,"['the', 'only', 'draw', 'back', 'is', 'it', 'stops', 'every', 'once', 'in', 'awhile', 'in', 'the', 'middle', 'of', 'a', 'song']",
1652,5,2018-07-28,Black  Show,great product,1,"['great', 'product']",
1653,5,2018-07-28,Black  Show,echo is my teacher english he is very funnybut sometimes he does not listen to what is said,1,"['echo', 'is', 'my', 'teacher', 'english', 'he', 'is', 'very', 'funnybut', 'sometimes', 'he', 'does', 'not', 'listen', 'to', 'what', 'is', 'said']",
1655,5,2018-07-28,White  Show,awesome product i am in the process of having every room in my house set up with automation and the show is now my favorite device,1,"['awesome', 'product', 'i', 'am', 'in', 'the', 'process', 'of', 'having', 'every', 'room', 'in', 'my', 'house', 'set', 'up', 'with', 'automation', 'and', 'the', 'show', 'is', 'now', 'my', 'favorite', 'device']",
1656,5,2018-07-28,Black  Show,we’ve had the original echo for quite some time and just recently added the show  it was simple to setup and more inviting to use with the visual interface  the echo is being used as the primary interface for my connected home system which is currently only controlling lights and switches  i look forward to expanding on that capability  we also use it for maintaining lists as a music player general information and entertainment  i haven’t used the show to shuffle through our favorite  photographs but will start that soon,1,"['we\xe2\x80\x99ve', 'had', 'the', 'original', 'echo', 'for', 'quite', 'some', 'time', 'and', 'just', 'recently', 'added', 'the', 'show', 'it', 'was', 'simple', 'to', 'setup', 'and', 'more', 'inviting', 'to', 'use', 'with', 'the', 'visual', 'interface', 'the', 'echo', 'is', 'being', 'used', 'as', 'the', 'primary', 'interface', 'for', 'my', 'connected', 'home', 'system', 'which', 'is', 'currently', 'only', 'controlling', 'lights', 'and', 'switches', 'i', 'look', 'forward', 'to', 'expanding', 'on', 'that', 'capability', 'we', 'also', 'use', 'it', 'for', 'maintaining', 'lists', 'as', 'a', 'music', 'player', 'general', 'information', 'and', 'entertainment', 'i', 'haven\xe2\x80\x99t', 'used', 'the', 'show', 'to', 'shuffle', 'through', 'our', 'favorite', 'photographs', 'but', 'will', 'start', 'that', 'soon']",
1657,5,2018-07-28,Black  Show,these things are great,1,"['these', 'things', 'are', 'great']",
1658,5,2018-07-28,Black  Show,bought two of these one for my kitchen and the other for my sewing room its great if i need a recipe or need to know how to do something  i am still learning everything it can do,1,"['bought', 'two', 'of', 'these', 'one', 'for', 'my', 'kitchen', 'and', 'the', 'other', 'for', 'my', 'sewing', 'room', 'its', 'great', 'if', 'i', 'need', 'a', 'recipe', 'or', 'need', 'to', 'know', 'how', 'to', 'do', 'something', 'i', 'am', 'still', 'learning', 'everything', 'it', 'can', 'do']",
1659,5,2018-07-28,Black  Show,love how it shows the song info on the screen if playing also time notifications news etc,1,"['love', 'how', 'it', 'shows', 'the', 'song', 'info', 'on', 'the', 'screen', 'if', 'playing', 'also', 'time', 'notifications', 'news', 'etc']",
1660,4,2018-07-28,Black  Show,alexa takes some getting used to but the picture quality is great the touch screen is very responsive and smooth speakers are better than expected as wellfour stars out of five,1,"['alexa', 'takes', 'some', 'getting', 'used', 'to', 'but', 'the', 'picture', 'quality', 'is', 'great', 'the', 'touch', 'screen', 'is', 'very', 'responsive', 'and', 'smooth', 'speakers', 'are', 'better', 'than', 'expected', 'as', 'wellfour', 'stars', 'out', 'of', 'five']",
1662,3,2018-07-28,White  Show,i like the option for white but it’s bizarre that it comes with a black cord i have a white kitchen so now i have this standsoutlikeasorethumb black power cord for aesthetic purposes i was happier with my yearold white echo not show because it came with a white powercord this seems like a major design flaw in the “white” option i strongly urge amazon to change out the powercord to white,1,"['i', 'like', 'the', 'option', 'for', 'white', 'but', 'it\xe2\x80\x99s', 'bizarre', 'that', 'it', 'comes', 'with', 'a', 'black', 'cord', 'i', 'have', 'a', 'white', 'kitchen', 'so', 'now', 'i', 'have', 'this', 'standsoutlikeasorethumb', 'black', 'power', 'cord', 'for', 'aesthetic', 'purposes', 'i', 'was', 'happier', 'with', 'my', 'yearold', 'white', 'echo', 'not', 'show', 'because', 'it', 'came', 'with', 'a', 'white', 'powercord', 'this', 'seems', 'like', 'a', 'major', 'design', 'flaw', 'in', 'the', '\xe2\x80\x9cwhite\xe2\x80\x9d', 'option', 'i', 'strongly', 'urge', 'amazon', 'to', 'change', 'out', 'the', 'powercord', 'to', 'white']",
1663,5,2018-07-28,Black  Show,i am very pleased with the echo show i love that it has so many nice features i highly recommend it,1,"['i', 'am', 'very', 'pleased', 'with', 'the', 'echo', 'show', 'i', 'love', 'that', 'it', 'has', 'so', 'many', 'nice', 'features', 'i', 'highly', 'recommend', 'it']",
1664,5,2018-07-28,Black  Show,the ease of set up and overall functionality makes this echo show worth every penny  i especially like setting my background screen and being able to set affirmations that i use as personalized reminders,1,"['the', 'ease', 'of', 'set', 'up', 'and', 'overall', 'functionality', 'makes', 'this', 'echo', 'show', 'worth', 'every', 'penny', 'i', 'especially', 'like', 'setting', 'my', 'background', 'screen', 'and', 'being', 'able', 'to', 'set', 'affirmations', 'that', 'i', 'use', 'as', 'personalized', 'reminders']",
1665,5,2018-07-28,Black  Show,i love it  i wanted it primarily for the kitchen  in addition to other common services i wanted it to use allrecipes and cooks illustrated recipes,1,"['i', 'love', 'it', 'i', 'wanted', 'it', 'primarily', 'for', 'the', 'kitchen', 'in', 'addition', 'to', 'other', 'common', 'services', 'i', 'wanted', 'it', 'to', 'use', 'allrecipes', 'and', 'cooks', 'illustrated', 'recipes']",
1666,5,2018-07-28,Black  Show,easy to use great for recipes listen to music see movies movie trailers so much to do,1,"['easy', 'to', 'use', 'great', 'for', 'recipes', 'listen', 'to', 'music', 'see', 'movies', 'movie', 'trailers', 'so', 'much', 'to', 'do']",
1667,5,2018-07-28,Black  Show,i love being able to see information that alexa gives  when notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is you can use the echo screen to pull up details of your orders you can use the alexa skill to make calls from uhyour echo,1,"['i', 'love', 'being', 'able', 'to', 'see', 'information', 'that', 'alexa', 'gives', 'when', 'notifications', 'are', 'turned', 'on', 'it', 'lets', 'you', 'know', 'when', 'your', 'order', 'will', 'be', 'delivered', 'and', 'it', 'also', 'tells', 'you', 'what', 'the', 'order', 'is', 'you', 'can', 'use', 'the', 'echo', 'screen', 'to', 'pull', 'up', 'details', 'of', 'your', 'orders', 'you', 'can', 'use', 'the', 'alexa', 'skill', 'to', 'make', 'calls', 'from', 'uhyour', 'echo']",
1668,5,2018-07-28,White  Show,great sound and video,1,"['great', 'sound', 'and', 'video']",
1669,5,2018-07-28,Black  Show,really like it,1,"['really', 'like', 'it']",
1670,5,2018-07-28,White  Show,love my echo show now i can listen to music get recipes and so much more i highly recommend the echo for everyone,1,"['love', 'my', 'echo', 'show', 'now', 'i', 'can', 'listen', 'to', 'music', 'get', 'recipes', 'and', 'so', 'much', 'more', 'i', 'highly', 'recommend', 'the', 'echo', 'for', 'everyone']",
1671,5,2018-07-28,Black  Show,easy to set up plug it in then make some selections for your preferences such as language temp c or f etc i am getting more familiar with it and will be adding my calendar and appointments,1,"['easy', 'to', 'set', 'up', 'plug', 'it', 'in', 'then', 'make', 'some', 'selections', 'for', 'your', 'preferences', 'such', 'as', 'language', 'temp', 'c', 'or', 'f', 'etc', 'i', 'am', 'getting', 'more', 'familiar', 'with', 'it', 'and', 'will', 'be', 'adding', 'my', 'calendar', 'and', 'appointments']",
1672,5,2018-07-28,Black  Show,i like the variety of stuff that the echo show offers,1,"['i', 'like', 'the', 'variety', 'of', 'stuff', 'that', 'the', 'echo', 'show', 'offers']",
1673,5,2018-07-28,Black  Show,i love it,1,"['i', 'love', 'it']",
1674,4,2018-07-28,Black  Show,i wish it did more with internet searches  i do like the feature it has,1,"['i', 'wish', 'it', 'did', 'more', 'with', 'internet', 'searches', 'i', 'do', 'like', 'the', 'feature', 'it', 'has']",
1675,5,2018-07-28,Black  Show,i bought this after visiting a friend who had one and it is great  i understand the frustration of not having youtube though  still good to havelove seeing the words to songs and if you have the ring doorbellyou never have to get up from your chairlaziness at its best  lol  all in all a great product with good speakers,1,"['i', 'bought', 'this', 'after', 'visiting', 'a', 'friend', 'who', 'had', 'one', 'and', 'it', 'is', 'great', 'i', 'understand', 'the', 'frustration', 'of', 'not', 'having', 'youtube', 'though', 'still', 'good', 'to', 'havelove', 'seeing', 'the', 'words', 'to', 'songs', 'and', 'if', 'you', 'have', 'the', 'ring', 'doorbellyou', 'never', 'have', 'to', 'get', 'up', 'from', 'your', 'chairlaziness', 'at', 'its', 'best', 'lol', 'all', 'in', 'all', 'a', 'great', 'product', 'with', 'good', 'speakers']",
1676,4,2018-07-28,White  Show,good smart home gadget,1,"['good', 'smart', 'home', 'gadget']",
1677,5,2018-07-28,Black  Show,love the speakers and the screen,1,"['love', 'the', 'speakers', 'and', 'the', 'screen']",
1678,1,2018-07-28,White  Show,no youtube,0,"['no', 'youtube']",
1679,5,2018-07-28,Black  Show,i loved everything about this item quick response time and very sensitive to me speaking from the other end of the house,1,"['i', 'loved', 'everything', 'about', 'this', 'item', 'quick', 'response', 'time', 'and', 'very', 'sensitive', 'to', 'me', 'speaking', 'from', 'the', 'other', 'end', 'of', 'the', 'house']",
1680,5,2018-07-28,Black  Show,bought it for my mother,1,"['bought', 'it', 'for', 'my', 'mother']",
1681,4,2018-07-28,Black  Show,it is great but it would be better there was a way to use headphones with it,1,"['it', 'is', 'great', 'but', 'it', 'would', 'be', 'better', 'there', 'was', 'a', 'way', 'to', 'use', 'headphones', 'with', 'it']",
1682,4,2018-07-28,White  Show,so far so good  much better sound than my echo dot,1,"['so', 'far', 'so', 'good', 'much', 'better', 'sound', 'than', 'my', 'echo', 'dot']",
1683,5,2018-07-28,Black  Show,clear screen and great picture,1,"['clear', 'screen', 'and', 'great', 'picture']",
1684,5,2018-07-28,Black  Show,i love it it is compatible with many of my cameras and it does everything that the echo dot does,1,"['i', 'love', 'it', 'it', 'is', 'compatible', 'with', 'many', 'of', 'my', 'cameras', 'and', 'it', 'does', 'everything', 'that', 'the', 'echo', 'dot', 'does']",
1685,5,2018-07-28,Black  Show,i have it in the kitchen great for news or music in the am i can video call my daughter and grand kids i really dig it,1,"['i', 'have', 'it', 'in', 'the', 'kitchen', 'great', 'for', 'news', 'or', 'music', 'in', 'the', 'am', 'i', 'can', 'video', 'call', 'my', 'daughter', 'and', 'grand', 'kids', 'i', 'really', 'dig', 'it']",
1686,5,2018-07-28,Black  Show,i absolutely love this thing and i love amazon because my echo show went bonkers and all it took was a brief chat and voila a new one to replace it is on the way i was floored when the screen started blurring and shaking and jumping and missing part of its data alexa still talked but i couldnt watch movies so happy that amazon is so easy to deal with and makes good on its products without any hassle at all,1,"['i', 'absolutely', 'love', 'this', 'thing', 'and', 'i', 'love', 'amazon', 'because', 'my', 'echo', 'show', 'went', 'bonkers', 'and', 'all', 'it', 'took', 'was', 'a', 'brief', 'chat', 'and', 'voila', 'a', 'new', 'one', 'to', 'replace', 'it', 'is', 'on', 'the', 'way', 'i', 'was', 'floored', 'when', 'the', 'screen', 'started', 'blurring', 'and', 'shaking', 'and', 'jumping', 'and', 'missing', 'part', 'of', 'its', 'data', 'alexa', 'still', 'talked', 'but', 'i', 'couldnt', 'watch', 'movies', 'so', 'happy', 'that', 'amazon', 'is', 'so', 'easy', 'to', 'deal', 'with', 'and', 'makes', 'good', 'on', 'its', 'products', 'without', 'any', 'hassle', 'at', 'all']",
1687,5,2018-07-28,Black  Show,works well for recipes and references nice device just the right size,1,"['works', 'well', 'for', 'recipes', 'and', 'references', 'nice', 'device', 'just', 'the', 'right', 'size']",
1688,5,2018-07-28,Black  Show,works well,1,"['works', 'well']",
1689,1,2018-07-28,White  Show,works fine i just realize i don’t need this because i don’t use it,0,"['works', 'fine', 'i', 'just', 'realize', 'i', 'don\xe2\x80\x99t', 'need', 'this', 'because', 'i', 'don\xe2\x80\x99t', 'use', 'it']",
1690,5,2018-07-28,Black  Show,it has a screen microphones speaker and alexa lives inside  yup it is an echo show  expectations met,1,"['it', 'has', 'a', 'screen', 'microphones', 'speaker', 'and', 'alexa', 'lives', 'inside', 'yup', 'it', 'is', 'an', 'echo', 'show', 'expectations', 'met']",
1691,5,2018-07-28,Black  Show,this is very user friendly,1,"['this', 'is', 'very', 'user', 'friendly']",
1693,5,2018-07-28,Black  Show,let’s start withdislikes now i want to buy  more to have them all over my housedo i even need to add my likes now hahaawesome fun and useful nothing else to say,1,"['let\xe2\x80\x99s', 'start', 'withdislikes', 'now', 'i', 'want', 'to', 'buy', 'more', 'to', 'have', 'them', 'all', 'over', 'my', 'housedo', 'i', 'even', 'need', 'to', 'add', 'my', 'likes', 'now', 'hahaawesome', 'fun', 'and', 'useful', 'nothing', 'else', 'to', 'say']",
1694,5,2018-07-28,White  Show,an outstanding piece of technology i use it everyday for information scheduling and general information  awesome amazon keep improving with ai,1,"['an', 'outstanding', 'piece', 'of', 'technology', 'i', 'use', 'it', 'everyday', 'for', 'information', 'scheduling', 'and', 'general', 'information', 'awesome', 'amazon', 'keep', 'improving', 'with', 'ai']",
1695,5,2018-07-28,Black  Show,this was an impulse buy and i am super happy i made the purchase i love this so much i immediately bought my parents one now we can video chat easily i love all the features and how easy this is to use and set up,1,"['this', 'was', 'an', 'impulse', 'buy', 'and', 'i', 'am', 'super', 'happy', 'i', 'made', 'the', 'purchase', 'i', 'love', 'this', 'so', 'much', 'i', 'immediately', 'bought', 'my', 'parents', 'one', 'now', 'we', 'can', 'video', 'chat', 'easily', 'i', 'love', 'all', 'the', 'features', 'and', 'how', 'easy', 'this', 'is', 'to', 'use', 'and', 'set', 'up']",
1696,5,2018-07-28,Black  Show,i like it,1,"['i', 'like', 'it']",
1697,5,2018-07-28,Black  Show,great product great price on prime day  thanks alexa,1,"['great', 'product', 'great', 'price', 'on', 'prime', 'day', 'thanks', 'alexa']",
1698,4,2018-07-28,Black  Show,still trying to figure out how to link to bluetooth speaker,1,"['still', 'trying', 'to', 'figure', 'out', 'how', 'to', 'link', 'to', 'bluetooth', 'speaker']",
1699,4,2018-07-28,Black  Show,wish there were more skills,1,"['wish', 'there', 'were', 'more', 'skills']",
1700,5,2018-07-28,Black  Show,still learning it we have just started integrating the smart devices in our home with the echo product line we now have the show the spot two dots and a kids dot having trouble getting them to call each other but still working on it,1,"['still', 'learning', 'it', 'we', 'have', 'just', 'started', 'integrating', 'the', 'smart', 'devices', 'in', 'our', 'home', 'with', 'the', 'echo', 'product', 'line', 'we', 'now', 'have', 'the', 'show', 'the', 'spot', 'two', 'dots', 'and', 'a', 'kids', 'dot', 'having', 'trouble', 'getting', 'them', 'to', 'call', 'each', 'other', 'but', 'still', 'working', 'on', 'it']",
1701,5,2018-07-28,Black  Show,great improvement over the original echo  like the ability to see lyrics to songs watch prime tv and get other visuals  the little hints about things to try that appears across the bottom sparks the imagination,1,"['great', 'improvement', 'over', 'the', 'original', 'echo', 'like', 'the', 'ability', 'to', 'see', 'lyrics', 'to', 'songs', 'watch', 'prime', 'tv', 'and', 'get', 'other', 'visuals', 'the', 'little', 'hints', 'about', 'things', 'to', 'try', 'that', 'appears', 'across', 'the', 'bottom', 'sparks', 'the', 'imagination']",
1703,4,2018-07-28,Black  Show,sound is greatvideo is great now i just need to learn everything it can do where can i see videos youtube listen to music watch the news,1,"['sound', 'is', 'greatvideo', 'is', 'great', 'now', 'i', 'just', 'need', 'to', 'learn', 'everything', 'it', 'can', 'do', 'where', 'can', 'i', 'see', 'videos', 'youtube', 'listen', 'to', 'music', 'watch', 'the', 'news']",
1704,5,2018-07-28,White  Show,great addition to our alexa family great video also,1,"['great', 'addition', 'to', 'our', 'alexa', 'family', 'great', 'video', 'also']",
1705,3,2018-07-28,Black  Show,if you belong to amazon prime i would think that you could watch any video on it that was in the library  you can with prime music,1,"['if', 'you', 'belong', 'to', 'amazon', 'prime', 'i', 'would', 'think', 'that', 'you', 'could', 'watch', 'any', 'video', 'on', 'it', 'that', 'was', 'in', 'the', 'library', 'you', 'can', 'with', 'prime', 'music']",
1706,5,2018-07-28,Black  Show,starting my day,1,"['starting', 'my', 'day']",
1707,5,2018-07-28,Black  Show,nothing to dislike and it does a lot more than i expected,1,"['nothing', 'to', 'dislike', 'and', 'it', 'does', 'a', 'lot', 'more', 'than', 'i', 'expected']",
1708,4,2018-07-28,Black  Show,i bought this specifically so my wife could look at our arlo security cameras from the bedroom when i’m at work the system worked for three days and now it just gives me a error message very disappointed due to the fact that they advertise that these systems work together i gave four stars because it does everything else very well,1,"['i', 'bought', 'this', 'specifically', 'so', 'my', 'wife', 'could', 'look', 'at', 'our', 'arlo', 'security', 'cameras', 'from', 'the', 'bedroom', 'when', 'i\xe2\x80\x99m', 'at', 'work', 'the', 'system', 'worked', 'for', 'three', 'days', 'and', 'now', 'it', 'just', 'gives', 'me', 'a', 'error', 'message', 'very', 'disappointed', 'due', 'to', 'the', 'fact', 'that', 'they', 'advertise', 'that', 'these', 'systems', 'work', 'together', 'i', 'gave', 'four', 'stars', 'because', 'it', 'does', 'everything', 'else', 'very', 'well']",
1710,5,2018-07-28,Black  Show,it is awesome i love being able to turn my lights on so i don’t have to walk into a dark home i also get to video chat with my nephews who live states away by just asking alexa to call,1,"['it', 'is', 'awesome', 'i', 'love', 'being', 'able', 'to', 'turn', 'my', 'lights', 'on', 'so', 'i', 'don\xe2\x80\x99t', 'have', 'to', 'walk', 'into', 'a', 'dark', 'home', 'i', 'also', 'get', 'to', 'video', 'chat', 'with', 'my', 'nephews', 'who', 'live', 'states', 'away', 'by', 'just', 'asking', 'alexa', 'to', 'call']",
1711,5,2018-07-28,White  Show,super easy set up great features fun,1,"['super', 'easy', 'set', 'up', 'great', 'features', 'fun']",
1712,5,2018-07-28,Black  Show,i love the size and the videos are a good quality  the sound is awesome too,1,"['i', 'love', 'the', 'size', 'and', 'the', 'videos', 'are', 'a', 'good', 'quality', 'the', 'sound', 'is', 'awesome', 'too']",
1714,5,2018-07-28,White  Show,bought for my older grandparent to help with reminders would recommend to anyone with someone in their life with dementia or memory loss helps my grandmother remember to take medications and do daily task she loves it because she can listen to music and ask questions,1,"['bought', 'for', 'my', 'older', 'grandparent', 'to', 'help', 'with', 'reminders', 'would', 'recommend', 'to', 'anyone', 'with', 'someone', 'in', 'their', 'life', 'with', 'dementia', 'or', 'memory', 'loss', 'helps', 'my', 'grandmother', 'remember', 'to', 'take', 'medications', 'and', 'do', 'daily', 'task', 'she', 'loves', 'it', 'because', 'she', 'can', 'listen', 'to', 'music', 'and', 'ask', 'questions']",
1715,5,2018-07-28,Black  Show,kids like it for games  showing the lyrics for songs is neat,1,"['kids', 'like', 'it', 'for', 'games', 'showing', 'the', 'lyrics', 'for', 'songs', 'is', 'neat']",
1716,2,2018-07-28,Black  Show,need to be able to connect to more rd party viceo apps,0,"['need', 'to', 'be', 'able', 'to', 'connect', 'to', 'more', 'rd', 'party', 'viceo', 'apps']",
1717,5,2018-07-28,Black  Show,glad i upgraded my aka,1,"['glad', 'i', 'upgraded', 'my', 'aka']",
1718,4,2018-07-28,Black  Show,still leaning about it the price was right,1,"['still', 'leaning', 'about', 'it', 'the', 'price', 'was', 'right']",
1719,5,2018-07-28,Black  Show,i own two dots a tap and a show i love the echo show sound quality is amazing compared to the dots i use mine constantly to create shopping list kitchen and laundry timer and news updates but most of all i have the all throughout the house and i play music throughout using the group settings,1,"['i', 'own', 'two', 'dots', 'a', 'tap', 'and', 'a', 'show', 'i', 'love', 'the', 'echo', 'show', 'sound', 'quality', 'is', 'amazing', 'compared', 'to', 'the', 'dots', 'i', 'use', 'mine', 'constantly', 'to', 'create', 'shopping', 'list', 'kitchen', 'and', 'laundry', 'timer', 'and', 'news', 'updates', 'but', 'most', 'of', 'all', 'i', 'have', 'the', 'all', 'throughout', 'the', 'house', 'and', 'i', 'play', 'music', 'throughout', 'using', 'the', 'group', 'settings']",
1720,5,2018-07-28,Black  Show,i absolutely love my show,1,"['i', 'absolutely', 'love', 'my', 'show']",
1721,5,2018-07-28,White  Show,echo show  whitenbspgreat new addition to our alexa home solution and now i can call back home and video chat directly from my phone great way to stay in touch with family,1,"['echo', 'show', 'whitenbspgreat', 'new', 'addition', 'to', 'our', 'alexa', 'home', 'solution', 'and', 'now', 'i', 'can', 'call', 'back', 'home', 'and', 'video', 'chat', 'directly', 'from', 'my', 'phone', 'great', 'way', 'to', 'stay', 'in', 'touch', 'with', 'family']",
1722,3,2018-07-28,Black  Show,its an echo with a screen hence still needs work has me considering google home now,1,"['its', 'an', 'echo', 'with', 'a', 'screen', 'hence', 'still', 'needs', 'work', 'has', 'me', 'considering', 'google', 'home', 'now']",
1724,4,2018-07-28,White  Show,i like the fact that the messages are visual now as well as audiblei am puzzled because it will light up and make the quotnotificationquot sound but when i ask alexa to read my notifications she tells me that there are no new notifications  this has happened at least once a day for over a week now,1,"['i', 'like', 'the', 'fact', 'that', 'the', 'messages', 'are', 'visual', 'now', 'as', 'well', 'as', 'audiblei', 'am', 'puzzled', 'because', 'it', 'will', 'light', 'up', 'and', 'make', 'the', 'quotnotificationquot', 'sound', 'but', 'when', 'i', 'ask', 'alexa', 'to', 'read', 'my', 'notifications', 'she', 'tells', 'me', 'that', 'there', 'are', 'no', 'new', 'notifications', 'this', 'has', 'happened', 'at', 'least', 'once', 'a', 'day', 'for', 'over', 'a', 'week', 'now']",
1725,5,2018-07-28,White  Show,while i loved alexathis is a whole new level love it fun to watch movie trailers weather is so much more complete when you listen to musicthe lyrics appear still discovering all echo show can do highly recommend takes alexa to a completely new world,1,"['while', 'i', 'loved', 'alexathis', 'is', 'a', 'whole', 'new', 'level', 'love', 'it', 'fun', 'to', 'watch', 'movie', 'trailers', 'weather', 'is', 'so', 'much', 'more', 'complete', 'when', 'you', 'listen', 'to', 'musicthe', 'lyrics', 'appear', 'still', 'discovering', 'all', 'echo', 'show', 'can', 'do', 'highly', 'recommend', 'takes', 'alexa', 'to', 'a', 'completely', 'new', 'world']",
1726,3,2018-07-28,Black  Show,nice product but as intelligent as we thought or had hoped,1,"['nice', 'product', 'but', 'as', 'intelligent', 'as', 'we', 'thought', 'or', 'had', 'hoped']",
1727,1,2018-07-28,White  Show,the tech isn’t there it doesn’t understand most common words and is basically a glorified radio,0,"['the', 'tech', 'isn\xe2\x80\x99t', 'there', 'it', 'doesn\xe2\x80\x99t', 'understand', 'most', 'common', 'words', 'and', 'is', 'basically', 'a', 'glorified', 'radio']",
1729,5,2018-07-28,White  Show,love it  we have other echoes and love those so i bought this on prime day  no regrets  love that i can connect to my ring and see the front door  yhe kids like seeing the lyrics to songs and sing along ,1,"['love', 'it', 'we', 'have', 'other', 'echoes', 'and', 'love', 'those', 'so', 'i', 'bought', 'this', 'on', 'prime', 'day', 'no', 'regrets', 'love', 'that', 'i', 'can', 'connect', 'to', 'my', 'ring', 'and', 'see', 'the', 'front', 'door', 'yhe', 'kids', 'like', 'seeing', 'the', 'lyrics', 'to', 'songs', 'and', 'sing', 'along']",
1730,5,2018-07-28,Black  Show,i love it plays great music movies and so much more i does lag when u want to see your arlo security cameras thou so far so good wish it had a longer cord,1,"['i', 'love', 'it', 'plays', 'great', 'music', 'movies', 'and', 'so', 'much', 'more', 'i', 'does', 'lag', 'when', 'u', 'want', 'to', 'see', 'your', 'arlo', 'security', 'cameras', 'thou', 'so', 'far', 'so', 'good', 'wish', 'it', 'had', 'a', 'longer', 'cord']",
1731,5,2018-07-28,Black  Show,love the echo show the video quality is good and of course sound is good too,1,"['love', 'the', 'echo', 'show', 'the', 'video', 'quality', 'is', 'good', 'and', 'of', 'course', 'sound', 'is', 'good', 'too']",
1732,5,2018-07-28,Black  Show,love it it is in my kitchen so i can watch prime video while cooking,1,"['love', 'it', 'it', 'is', 'in', 'my', 'kitchen', 'so', 'i', 'can', 'watch', 'prime', 'video', 'while', 'cooking']",
1733,5,2018-07-28,Black  Show,love all of it,1,"['love', 'all', 'of', 'it']",
1734,4,2018-07-28,Black  Show,great product,1,"['great', 'product']",
1735,5,2018-07-28,Black  Show,we are very pleased with this item the display is clean and crisp and easy to read we enjoy trying the suggested things to try asking alexa we use the timer feature quite a bit and have added our calendars and contacts we are still exploring the many skills available,1,"['we', 'are', 'very', 'pleased', 'with', 'this', 'item', 'the', 'display', 'is', 'clean', 'and', 'crisp', 'and', 'easy', 'to', 'read', 'we', 'enjoy', 'trying', 'the', 'suggested', 'things', 'to', 'try', 'asking', 'alexa', 'we', 'use', 'the', 'timer', 'feature', 'quite', 'a', 'bit', 'and', 'have', 'added', 'our', 'calendars', 'and', 'contacts', 'we', 'are', 'still', 'exploring', 'the', 'many', 'skills', 'available']",
1736,5,2018-07-28,White  Show,device has great speakers and the screen quality is phenomenal,1,"['device', 'has', 'great', 'speakers', 'and', 'the', 'screen', 'quality', 'is', 'phenomenal']",
1737,5,2018-07-28,Black  Show,we now have a dot spot echo and show and love the show and spot best the show has great sound and my wife loves the display for weather recipes and sing alongside super deal,1,"['we', 'now', 'have', 'a', 'dot', 'spot', 'echo', 'and', 'show', 'and', 'love', 'the', 'show', 'and', 'spot', 'best', 'the', 'show', 'has', 'great', 'sound', 'and', 'my', 'wife', 'loves', 'the', 'display', 'for', 'weather', 'recipes', 'and', 'sing', 'alongside', 'super', 'deal']",
1738,3,2018-07-28,Black  Show,it doesn’t play you tube videos,1,"['it', 'doesn\xe2\x80\x99t', 'play', 'you', 'tube', 'videos']",
